"Date","Price","Open","High","Low","Vol.","Change %"
"2016-07-10","5.1569","5.1278","5.1974","5.0914","","0.58%"
"2016-07-03","5.1273","5.1525","5.1958","5.1084","","-0.49%"
"2016-06-26","5.1527","5.0979","5.1745","5.0582","","1.20%"
"2016-06-19","5.0914","5.1152","5.1895","5.0512","","-0.35%"
"2016-06-12","5.1093","5.1357","5.1680","5.0379","","-0.45%"
"2016-06-05","5.1325","5.0756","5.1927","5.0542","","1.12%"
"2016-05-29","5.0757","5.0373","5.0838","5.0065","","0.68%"
"2016-05-22","5.0413","4.9949","5.0787","4.9709","","0.94%"
"2016-05-15","4.9943","5.0514","5.0792","4.9745","","-1.05%"
"2016-05-08","5.0473","5.0354","5.1039","5.0068","","0.24%"
"2016-05-01","5.0354","5.1608","5.1970","5.0183","","-2.37%"
"2016-04-24","5.1574","5.1279","5.1902","5.1074","","0.51%"
"2016-04-17","5.1310","5.0027","5.1470","4.9844","","1.60%"
"2016-04-10","5.0502","4.9794","5.0809","4.9673","","1.44%"
"2016-04-03","4.9783","4.9801","4.9946","4.8998","","-0.02%"
"2016-03-27","4.9794","4.9085","5.0182","4.9027","","1.44%"
"2016-03-20","4.9085","4.9761","4.9826","4.8991","","-1.39%"
"2016-03-13","4.9776","4.9181","5.0145","4.8607","","1.23%"
"2016-03-06","4.9171","4.8863","4.9309","4.8414","","0.60%"
"2016-02-28","4.8877","4.8408","4.8947","4.8190","","0.98%"
"2016-02-21","4.8403","4.7381","4.8438","4.7160","","2.16%"
"2016-02-14","4.7379","4.7448","4.7785","4.6844","","-0.20%"
"2016-02-07","4.7475","4.7257","4.7689","4.6900","","0.49%"
"2016-01-31","4.7244","4.7077","4.8251","4.6662","","0.39%"
"2016-01-24","4.7062","4.6601","4.7149","4.5925","","0.98%"
"2016-01-17","4.6604","4.5271","4.6609","4.4775","","2.90%"
"2016-01-10","4.5290","4.6537","4.6726","4.5240","","-2.71%"
"2016-01-03","4.6552","4.6935","4.7130","4.6470","","-0.71%"
"2015-12-27","4.6887","4.6871","4.6989","4.6512","","0.07%"
"2015-12-20","4.6853","4.6498","4.6948","4.6311","","0.88%"
"2015-12-13","4.6445","4.6958","4.7264","4.6293","","-1.03%"
"2015-12-06","4.6929","4.7890","4.7901","4.6919","","-2.03%"
"2015-11-29","4.7903","4.7834","4.8129","4.7707","","0.16%"
"2015-11-22","4.7825","4.7861","4.8117","4.7546","","-0.06%"
"2015-11-15","4.7852","4.7843","4.8202","4.7649","","0.01%"
"2015-11-08","4.7846","4.7748","4.8156","4.7722","","0.21%"
"2015-11-01","4.7744","4.8292","4.8598","4.7694","","-1.17%"
"2015-10-25","4.8311","4.8222","4.8586","4.7826","","0.17%"
"2015-10-18","4.8228","4.9192","4.9306","4.8105","","-1.98%"
"2015-10-11","4.9204","4.8989","4.9470","4.8460","","0.37%"
"2015-10-04","4.9023","4.8308","4.9193","4.8239","","1.42%"
"2015-09-27","4.8338","4.7801","4.8338","4.7275","","1.14%"
"2015-09-20","4.7794","4.8175","4.8335","4.7559","","-0.67%"
"2015-09-13","4.8118","4.8075","4.8923","4.7949","","0.10%"
"2015-09-06","4.8069","4.7871","4.8492","4.7824","","0.46%"
"2015-08-30","4.7847","4.8387","4.8628","4.7699","","-1.13%"
"2015-08-23","4.8392","4.8464","4.8780","4.8021","","-0.12%"
"2015-08-16","4.8452","4.8815","4.9139","4.8434","","-0.78%"
"2015-08-09","4.8835","4.7285","4.9674","4.7105","","3.25%"
"2015-08-02","4.7296","4.7419","4.7586","4.6992","","-0.31%"
"2015-07-26","4.7444","4.7633","4.8278","4.7427","","-0.30%"
"2015-07-19","4.7588","4.7852","4.8071","4.7381","","-0.59%"
"2015-07-12","4.7869","4.9002","4.9014","4.7736","","-2.42%"
"2015-07-05","4.9054","4.9357","4.9417","4.8590","","-0.61%"
"2015-06-28","4.9353","5.0312","5.0465","4.9108","","-2.09%"
"2015-06-21","5.0406","5.0611","5.0826","4.9960","","-0.43%"
"2015-06-14","5.0625","5.0396","5.1197","5.0225","","0.48%"
"2015-06-07","5.0384","4.9852","5.0862","4.9729","","1.03%"
"2015-05-31","4.9869","4.9833","5.0135","4.9342","","0.15%"
"2015-05-24","4.9795","5.0450","5.0522","4.9447","","-1.34%"
"2015-05-17","5.0472","5.1654","5.1688","5.0291","","-2.31%"
"2015-05-10","5.1664","5.1409","5.2032","5.1127","","0.43%"
"2015-05-03","5.1441","5.1023","5.1939","5.0931","","0.85%"
"2015-04-26","5.1007","5.0839","5.1909","5.0789","","0.31%"
"2015-04-19","5.0851","5.0702","5.1180","5.0385","","0.51%"
"2015-04-12","5.0594","4.9366","5.1285","4.9146","","2.40%"
"2015-04-05","4.9408","4.9746","5.0092","4.9025","","-0.41%"
"2015-03-29","4.9611","4.9279","4.9835","4.8491","","0.66%"
"2015-03-22","4.9288","4.9406","5.0053","4.9200","","-0.30%"
"2015-03-15","4.9438","4.8940","4.9949","4.8553","","0.96%"
"2015-03-08","4.8966","4.9614","4.9826","4.8806","","-1.31%"
"2015-03-01","4.9616","5.0228","5.0545","4.9600","","-1.02%"
"2015-02-22","5.0125","4.9918","5.0533","4.9386","","0.39%"
"2015-02-15","4.9929","5.0128","5.0603","4.9778","","-0.40%"
"2015-02-08","5.0127","4.9784","5.0270","4.9162","","0.56%"
"2015-02-01","4.9850","4.9087","5.0664","4.9004","","1.55%"
"2015-01-25","4.9091","5.0045","5.0438","4.8827","","-2.11%"
"2015-01-18","5.0150","5.1822","5.2123","4.9986","","-3.17%"
"2015-01-11","5.1792","5.2337","5.2439","5.1517","","-1.00%"
"2015-01-04","5.2317","5.2671","5.2984","5.2211","","-0.66%"
"2014-12-28","5.2664","5.3469","5.3661","5.2655","","-1.45%"
"2014-12-21","5.3438","5.3636","5.3742","5.3281","","-0.33%"
"2014-12-14","5.3617","5.3418","5.3824","5.3019","","0.38%"
"2014-12-07","5.3416","5.3734","5.4279","5.3370","","-0.65%"
"2014-11-30","5.3768","5.3778","5.4378","5.3579","","-0.09%"
"2014-11-23","5.3819","5.4477","5.4703","5.3673","","-1.32%"
"2014-11-16","5.4538","5.4304","5.4728","5.3862","","0.44%"
"2014-11-09","5.4299","5.4036","5.4424","5.3712","","0.46%"
"2014-11-02","5.4052","5.4255","5.4317","5.3309","","-0.38%"
"2014-10-26","5.4256","5.4429","5.4951","5.3934","","-0.38%"
"2014-10-19","5.4463","5.4337","5.4713","5.4165","","0.29%"
"2014-10-12","5.4303","5.4851","5.4886","5.3792","","-0.81%"
"2014-10-05","5.4744","5.4541","5.5342","5.4482","","0.26%"
"2014-09-28","5.4600","5.4924","5.5454","5.4459","","-0.61%"
"2014-09-21","5.4935","5.6071","5.6193","5.4860","","-1.93%"
"2014-09-14","5.6018","5.5300","5.6410","5.5274","","1.30%"
"2014-09-07","5.5300","5.6407","5.6433","5.5270","","-2.01%"
"2014-08-31","5.6436","5.6485","5.6743","5.6156","","-0.06%"
"2014-08-24","5.6472","5.6148","5.6844","5.5961","","0.50%"
"2014-08-17","5.6193","5.6445","5.6532","5.5919","","-0.40%"
"2014-08-10","5.6420","5.6103","5.6617","5.6057","","0.57%"
"2014-08-03","5.6098","5.6602","5.6668","5.6042","","-0.90%"
"2014-07-27","5.6609","5.7248","5.7325","5.6464","","-1.14%"
"2014-07-20","5.7264","5.7820","5.7908","5.7217","","-1.01%"
"2014-07-13","5.7848","5.7810","5.7979","5.7469","","0.08%"
"2014-07-06","5.7799","5.8231","5.8382","5.7772","","-0.74%"
"2014-06-29","5.8227","5.8305","5.8502","5.7992","","-0.11%"
"2014-06-22","5.8291","5.7822","5.8351","5.7817","","0.75%"
"2014-06-15","5.7857","5.7176","5.7904","5.7164","","1.15%"
"2014-06-08","5.7202","5.7192","5.7364","5.6982","","0.07%"
"2014-06-01","5.7161","5.7611","5.7652","5.7053","","-0.80%"
"2014-05-25","5.7622","5.7374","5.7744","5.7337","","0.36%"
"2014-05-18","5.7416","5.7387","5.7520","5.6955","","0.01%"
"2014-05-11","5.7412","5.7104","5.7438","5.7023","","0.44%"
"2014-05-04","5.7158","5.7005","5.7630","5.6820","","0.21%"
"2014-04-27","5.7040","5.6616","5.7227","5.6593","","0.69%"
"2014-04-20","5.6648","5.6474","5.6792","5.6431","","0.27%"
"2014-04-13","5.6497","5.6677","5.6849","5.6372","","-0.11%"
"2014-04-06","5.6562","5.6584","5.7129","5.6419","","-0.01%"
"2014-03-30","5.6570","5.6146","5.6715","5.6037","","0.72%"
"2014-03-23","5.6163","5.5475","5.6466","5.5087","","1.24%"
"2014-03-16","5.5475","5.5409","5.6166","5.4950","","0.16%"
"2014-03-09","5.5385","5.5302","5.5579","5.5093","","0.20%"
"2014-03-02","5.5274","5.5597","5.5861","5.5180","","-0.47%"
